p_id,workclass,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,native_country,income,income_lev
286,Private,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
287,Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
288,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
289,Private,7th-8th,4,1,Less than HS graduate,1,Craft-repair,Husband,Ecuador,<=50K,0
290,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,<=50K,0
291,Private,HS-grad,9,2,HS graduate,0,Prof-specialty,Not-in-family,United-States,<=50K,0
292,Public-sector,Bachelors,13,4,Bachelor's degree,0,Protective-serv,Not-in-family,United-States,<=50K,0
293,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,United-States,<=50K,0
294,Private,Bachelors,13,4,Bachelor's degree,0,Tech-support,Unmarried,United-States,<=50K,0
295,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
296,Self-emp,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,United-States,<=50K,0
297,?,Masters,14,5,Graduate or professional degree,1,?,Wife,?,<=50K,0
298,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
299,Private,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,United-States,<=50K,0
300,Private,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Husband,United-States,>50K,1
301,Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
302,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,>50K,1
303,Private,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,>50K,1
304,Private,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Wife,Laos,<=50K,0
305,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
306,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
307,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
308,Private,Assoc-acdm,12,3,Some college or associate's degree,1,Adm-clerical,Husband,United-States,>50K,1
309,Self-emp,Some-college,10,3,Some college or associate's degree,1,Farming-fishing,Husband,United-States,>50K,1
310,Private,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,United-States,<=50K,0
311,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,Taiwan,>50K,1
312,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
313,Self-emp,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,>50K,1
314,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,United-States,<=50K,0
315,Private,Some-college,10,3,Some college or associate's degree,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
316,Self-emp,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,<=50K,0
317,Private,5th-6th,3,1,Less than HS graduate,1,Machine-op-inspct,Other-relative,Mexico,<=50K,0
318,Private,Some-college,10,3,Some college or associate's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
319,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
320,Self-emp,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
321,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
322,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,United-States,<=50K,0
323,Private,11th,7,1,Less than HS graduate,0,Exec-managerial,Not-in-family,United-States,<=50K,0
324,Self-emp,Masters,14,5,Graduate or professional degree,1,Craft-repair,Husband,United-States,<=50K,0
325,Self-emp,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,United-States,<=50K,0
326,?,Assoc-voc,11,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
327,Private,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Wife,United-States,>50K,1
328,Self-emp,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
329,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,United-States,<=50K,0
330,Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
331,Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
332,Private,Assoc-voc,11,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
333,Public-sector,10th,6,1,Less than HS graduate,1,Adm-clerical,Husband,United-States,<=50K,0
334,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
335,Private,5th-6th,3,1,Less than HS graduate,0,Other-service,Other-relative,Mexico,<=50K,0
336,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Other-relative,United-States,<=50K,0
337,Private,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
338,Private,HS-grad,9,2,HS graduate,0,Sales,Unmarried,Haiti,<=50K,0
339,Private,HS-grad,9,2,HS graduate,1,Other-service,Husband,United-States,<=50K,0
340,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
341,Private,Assoc-voc,11,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
342,Public-sector,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,United-States,>50K,1
343,Private,HS-grad,9,2,HS graduate,0,Farming-fishing,Not-in-family,United-States,<=50K,0
344,Public-sector,Some-college,10,3,Some college or associate's degree,0,Protective-serv,Own-child,United-States,<=50K,0
345,Self-emp,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,United-States,<=50K,0
346,?,11th,7,1,Less than HS graduate,1,?,Husband,United-States,<=50K,0
347,?,Assoc-voc,11,3,Some college or associate's degree,0,?,Unmarried,United-States,<=50K,0
348,Private,Assoc-acdm,12,3,Some college or associate's degree,1,Other-service,Not-in-family,Iran,<=50K,0
349,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,United-States,<=50K,0
350,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
351,Private,HS-grad,9,2,HS graduate,1,Other-service,Husband,United-States,<=50K,0
352,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
353,Public-sector,11th,7,1,Less than HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
354,?,Bachelors,13,4,Bachelor's degree,1,?,Husband,United-States,>50K,1
355,Public-sector,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,United-States,>50K,1
356,Private,11th,7,1,Less than HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
357,Private,Assoc-voc,11,3,Some college or associate's degree,1,Tech-support,Husband,United-States,>50K,1
358,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Wife,United-States,<=50K,0
359,Self-emp,9th,5,1,Less than HS graduate,1,Craft-repair,Husband,Portugal,<=50K,0
360,Private,10th,6,1,Less than HS graduate,1,Other-service,Wife,United-States,<=50K,0
361,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
362,Private,Bachelors,13,4,Bachelor's degree,1,Transport-moving,Husband,United-States,<=50K,0
363,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,>50K,1
364,Private,HS-grad,9,2,HS graduate,1,Sales,Not-in-family,United-States,<=50K,0
365,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
366,Self-emp,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,<=50K,0
367,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
368,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,>50K,1
369,Private,HS-grad,9,2,HS graduate,0,Sales,Unmarried,United-States,<=50K,0
370,Public-sector,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
371,Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
372,Public-sector,Assoc-voc,11,3,Some college or associate's degree,1,Machine-op-inspct,Husband,United-States,>50K,1
373,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
374,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,United-States,<=50K,0
375,Public-sector,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
376,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Wife,United-States,<=50K,0
377,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
378,Self-emp,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
379,Private,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,<=50K,0
380,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,United-States,<=50K,0
381,Private,5th-6th,3,1,Less than HS graduate,0,Craft-repair,Not-in-family,United-States,<=50K,0
382,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
383,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
384,Public-sector,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Wife,United-States,<=50K,0
385,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
386,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
387,Private,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Wife,United-States,>50K,1
388,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
389,Private,HS-grad,9,2,HS graduate,0,Other-service,Other-relative,United-States,<=50K,0
390,Private,HS-grad,9,2,HS graduate,1,Other-service,Wife,United-States,>50K,1
391,Private,Bachelors,13,4,Bachelor's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
392,Self-emp,Assoc-acdm,12,3,Some college or associate's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
393,Public-sector,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,?,>50K,1
394,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
395,Private,Some-college,10,3,Some college or associate's degree,1,Tech-support,Husband,United-States,<=50K,0
396,Private,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Unmarried,United-States,<=50K,0
397,?,HS-grad,9,2,HS graduate,0,?,Other-relative,United-States,<=50K,0
398,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
399,Self-emp,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
400,Private,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Own-child,United-States,<=50K,0
401,Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
402,Public-sector,Bachelors,13,4,Bachelor's degree,1,Protective-serv,Husband,United-States,>50K,1
403,Private,Assoc-voc,11,3,Some college or associate's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
404,Private,7th-8th,4,1,Less than HS graduate,1,Handlers-cleaners,Husband,Puerto-Rico,<=50K,0
405,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
406,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,United-States,<=50K,0
407,Self-emp,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
408,?,Some-college,10,3,Some college or associate's degree,1,?,Wife,United-States,>50K,1
409,Private,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,<=50K,0
410,Public-sector,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
411,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Unmarried,United-States,<=50K,0
412,Private,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Unmarried,United-States,<=50K,0
413,Private,Doctorate,16,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
414,Public-sector,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,United-States,<=50K,0
415,Private,12th,8,1,Less than HS graduate,0,Craft-repair,Not-in-family,United-States,>50K,1
416,Private,1st-4th,2,1,Less than HS graduate,1,Machine-op-inspct,Husband,Mexico,<=50K,0
417,Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
418,Public-sector,11th,7,1,Less than HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
419,Public-sector,HS-grad,9,2,HS graduate,0,Transport-moving,Unmarried,United-States,<=50K,0
420,Private,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,<=50K,0
421,Private,11th,7,1,Less than HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
422,Public-sector,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Wife,United-States,>50K,1
423,Private,HS-grad,9,2,HS graduate,0,Farming-fishing,Not-in-family,United-States,<=50K,0
424,Private,10th,6,1,Less than HS graduate,0,Craft-repair,Unmarried,United-States,<=50K,0
425,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
426,Public-sector,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
427,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Not-in-family,Dominican-Republic,<=50K,0
428,Self-emp,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,>50K,1
429,Public-sector,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,<=50K,0
430,?,HS-grad,9,2,HS graduate,0,?,Not-in-family,United-States,<=50K,0
431,?,11th,7,1,Less than HS graduate,0,?,Own-child,United-States,<=50K,0
432,Self-emp,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Not-in-family,United-States,<=50K,0
433,Private,Assoc-acdm,12,3,Some college or associate's degree,1,Other-service,Wife,United-States,>50K,1
434,Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Own-child,Philippines,<=50K,0
435,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
436,Public-sector,HS-grad,9,2,HS graduate,0,Farming-fishing,Not-in-family,United-States,<=50K,0
437,Public-sector,Some-college,10,3,Some college or associate's degree,0,Protective-serv,Not-in-family,United-States,<=50K,0
438,Private,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Husband,United-States,<=50K,0
439,Public-sector,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Wife,United-States,<=50K,0
440,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
441,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
442,Public-sector,HS-grad,9,2,HS graduate,0,Armed-Forces,Own-child,United-States,<=50K,0
443,Private,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,United-States,>50K,1
444,Private,9th,5,1,Less than HS graduate,0,Craft-repair,Other-relative,Mexico,<=50K,0
445,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
446,Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Unmarried,United-States,<=50K,0
447,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
448,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
449,?,11th,7,1,Less than HS graduate,0,?,Own-child,United-States,<=50K,0
450,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,United-States,<=50K,0
451,Self-emp,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
452,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
453,Private,Assoc-acdm,12,3,Some college or associate's degree,1,Exec-managerial,Husband,?,>50K,1
454,Self-emp,HS-grad,9,2,HS graduate,1,Sales,Wife,United-States,>50K,1
455,Private,Assoc-voc,11,3,Some college or associate's degree,1,Machine-op-inspct,Husband,United-States,>50K,1
456,Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Wife,United-States,<=50K,0
457,Private,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,<=50K,0
458,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
459,?,Some-college,10,3,Some college or associate's degree,1,?,Husband,United-States,<=50K,0
460,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Farming-fishing,Own-child,United-States,<=50K,0
461,Public-sector,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
462,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,<=50K,0
463,Private,1st-4th,2,1,Less than HS graduate,1,Craft-repair,Unmarried,United-States,<=50K,0
464,Private,Bachelors,13,4,Bachelor's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
465,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Wife,United-States,<=50K,0
466,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Unmarried,United-States,<=50K,0
467,Private,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,<=50K,0
