p_id,age,workclass,fnlwgt,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev,education_cat
235,59,State-gov,268700,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
236,40,State-gov,170525,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0,3,Some college or associate's degree
237,41,Private,180138,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Iran,1,4,Bachelor's degree
238,38,Local-gov,115076,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,1,5,Graduate or professional degree
239,23,Private,115458,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
240,40,Private,347890,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
241,41,Self-emp-not-inc,196001,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States,0,2,HS graduate
242,24,State-gov,273905,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,0,3,Some college or associate's degree
243,20,?,119156,Never-married,?,Own-child,White,Male,0,0,20,United-States,0,3,Some college or associate's degree
244,38,Private,179488,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States,0,3,Some college or associate's degree
245,56,Private,203580,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,?,0,2,HS graduate
246,58,Private,236596,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,1,2,HS graduate
247,32,Private,183916,Never-married,Other-service,Not-in-family,White,Female,0,0,34,United-States,0,2,HS graduate
248,40,Private,207578,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,60,United-States,1,3,Some college or associate's degree
249,45,Private,153141,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,?,0,2,HS graduate
250,41,Private,112763,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,5,Graduate or professional degree
251,42,Private,390781,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,0,4,Bachelor's degree
252,59,Local-gov,171328,Widowed,Other-service,Unmarried,Black,Female,0,0,30,United-States,0,1,Less than HS graduate
253,19,Local-gov,27382,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
254,58,Private,259014,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,0,3,Some college or associate's degree
255,42,Self-emp-not-inc,303044,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,1,2,HS graduate
256,20,Private,117789,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0,2,HS graduate
257,32,Private,172579,Separated,Other-service,Not-in-family,White,Female,0,0,30,United-States,0,2,HS graduate
258,45,Private,187666,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0,3,Some college or associate's degree
259,50,Private,204518,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,1,Less than HS graduate
260,36,Private,150042,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,4,Bachelor's degree
261,45,Private,98092,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,2,HS graduate
262,17,Private,245918,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,0,1,Less than HS graduate
263,59,Private,146013,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,0,3,Some college or associate's degree
264,26,Private,378322,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
265,37,Self-emp-inc,257295,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,Thailand,1,3,Some college or associate's degree
266,19,?,218956,Never-married,?,Own-child,White,Male,0,0,24,Canada,0,3,Some college or associate's degree
267,64,Private,21174,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
268,33,Private,185480,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0,4,Bachelor's degree
269,33,Private,222205,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,1,2,HS graduate
270,61,Private,69867,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
271,17,Private,191260,Never-married,Other-service,Own-child,White,Male,1055,0,24,United-States,0,1,Less than HS graduate
272,50,Self-emp-not-inc,30653,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,0,98,United-States,0,5,Graduate or professional degree
273,27,Local-gov,209109,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,0,5,Graduate or professional degree
274,30,Private,70377,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,2,HS graduate
275,43,Private,477983,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0,2,HS graduate
276,44,Private,170924,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1,3,Some college or associate's degree
277,35,Private,190174,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
278,25,Private,193787,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
279,24,Private,279472,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States,1,3,Some college or associate's degree
280,22,Private,34918,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany,0,4,Bachelor's degree
281,42,Local-gov,97688,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,1,3,Some college or associate's degree
282,34,Private,175413,Divorced,Sales,Unmarried,Black,Female,0,0,45,United-States,0,3,Some college or associate's degree
283,60,Private,173960,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States,0,4,Bachelor's degree
284,21,Private,205759,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
285,57,Federal-gov,425161,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,1,5,Graduate or professional degree
286,41,Private,220531,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1,5,Graduate or professional degree
287,50,Private,176609,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States,0,3,Some college or associate's degree
288,25,Private,371987,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,4,Bachelor's degree
289,50,Private,193884,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ecuador,0,1,Less than HS graduate
290,36,Private,200352,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0,4,Bachelor's degree
291,31,Private,127595,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
292,29,Local-gov,220419,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,0,4,Bachelor's degree
293,21,Private,231931,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,0,3,Some college or associate's degree
294,27,Private,248402,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,0,4,Bachelor's degree
295,65,Private,111095,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,0,2,HS graduate
296,37,Self-emp-inc,57424,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,0,4,Bachelor's degree
297,39,?,157443,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,3464,0,40,?,0,5,Graduate or professional degree
298,24,Private,278130,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
299,38,Private,169469,Divorced,Sales,Not-in-family,White,Male,0,0,80,United-States,0,2,HS graduate
300,48,Private,146268,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,1,4,Bachelor's degree
301,21,Private,153718,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States,0,3,Some college or associate's degree
302,31,Private,217460,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,1,2,HS graduate
303,55,Private,238638,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States,1,2,HS graduate
304,24,Private,303296,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Laos,0,3,Some college or associate's degree
305,43,Private,173321,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
306,26,Private,193945,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,0,3,Some college or associate's degree
307,46,Private,83082,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,33,United-States,0,3,Some college or associate's degree
308,35,Private,193815,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
309,41,Self-emp-inc,34987,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,United-States,1,3,Some college or associate's degree
310,26,Private,59306,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0,4,Bachelor's degree
311,34,Private,142897,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,35,Taiwan,1,5,Graduate or professional degree
312,19,?,860348,Never-married,?,Own-child,Black,Female,0,0,25,United-States,0,3,Some college or associate's degree
313,36,Self-emp-not-inc,205607,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,1,4,Bachelor's degree
314,22,Private,199698,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,0,3,Some college or associate's degree
315,24,Private,191954,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
316,77,Self-emp-not-inc,138714,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
317,22,Private,399087,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,0,1,Less than HS graduate
318,29,Private,423158,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
319,62,Private,159841,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,0,2,HS graduate
320,39,Self-emp-not-inc,174308,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
321,43,Private,50356,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,50,United-States,0,3,Some college or associate's degree
322,35,Private,186110,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0,2,HS graduate
323,29,Private,200381,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,1,Less than HS graduate
324,76,Self-emp-not-inc,174309,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,0,5,Graduate or professional degree
325,63,Self-emp-not-inc,78383,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,0,2,HS graduate
326,23,?,211601,Never-married,?,Own-child,Black,Female,0,0,15,United-States,0,3,Some college or associate's degree
327,43,Private,187728,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,50,United-States,1,3,Some college or associate's degree
328,58,Self-emp-not-inc,321171,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
329,66,Private,127921,Never-married,Transport-moving,Not-in-family,White,Male,2050,0,55,United-States,0,2,HS graduate
330,41,Private,206565,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,0,3,Some college or associate's degree
331,26,Private,224563,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,4,Bachelor's degree
332,47,Private,178686,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
333,55,Local-gov,98545,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
334,53,Private,242606,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
335,17,Private,270942,Never-married,Other-service,Other-relative,White,Male,0,0,48,Mexico,0,1,Less than HS graduate
336,30,Private,94235,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0,2,HS graduate
337,49,Private,71195,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,0,5,Graduate or professional degree
338,19,Private,104112,Never-married,Sales,Unmarried,Black,Male,0,0,30,Haiti,0,2,HS graduate
339,45,Private,261192,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,0,2,HS graduate
340,26,Private,94936,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
341,38,Private,296478,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1,3,Some college or associate's degree
342,36,State-gov,119272,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,United-States,1,2,HS graduate
343,33,Private,85043,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,0,2,HS graduate
344,22,State-gov,293364,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,0,3,Some college or associate's degree
345,43,Self-emp-not-inc,241895,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,0,4,Bachelor's degree
346,67,?,36135,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,0,1,Less than HS graduate
347,30,?,151989,Divorced,?,Unmarried,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
348,56,Private,101128,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25,Iran,0,3,Some college or associate's degree
349,31,Private,156464,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,0,4,Bachelor's degree
350,33,Private,117963,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
351,26,Private,192262,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
352,33,Private,111363,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
353,46,Local-gov,329752,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,0,1,Less than HS graduate
354,59,?,372020,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
355,38,Federal-gov,95432,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
356,65,Private,161400,Widowed,Other-service,Unmarried,Other,Male,0,0,40,United-States,0,1,Less than HS graduate
357,40,Private,96129,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
358,42,Private,111949,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,0,2,HS graduate
359,26,Self-emp-not-inc,117125,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,0,1,Less than HS graduate
360,36,Private,348022,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States,0,1,Less than HS graduate
361,62,Private,270092,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,5,Graduate or professional degree
362,43,Private,180609,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0,4,Bachelor's degree
363,43,Private,174575,Divorced,Exec-managerial,Not-in-family,White,Male,0,1564,45,United-States,1,4,Bachelor's degree
364,22,Private,410439,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,55,United-States,0,2,HS graduate
365,28,Private,92262,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
366,56,Self-emp-not-inc,183081,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0,3,Some college or associate's degree
367,22,Private,362589,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,0,3,Some college or associate's degree
368,57,Private,212448,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,1,4,Bachelor's degree
369,39,Private,481060,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0,2,HS graduate
370,26,Federal-gov,185885,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,0,3,Some college or associate's degree
