p_id,age,workclass,fnlwgt,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week,native_country,income,income_lev,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,sex_Male
197,40,Public-sector,56795,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Not-in-family,14084,0,55,United-States,>50K,1,0,0,0,0,0
198,35,Private,138992,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Other-relative,7298,0,40,United-States,>50K,1,0,0,0,0,1
199,24,Self-emp,32921,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
200,26,Private,397317,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,1876,40,United-States,<=50K,0,0,0,0,0,0
201,19,?,170653,HS-grad,9,2,HS graduate,0,?,Own-child,0,0,40,Italy,<=50K,0,0,0,0,0,1
202,51,Private,259323,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
203,42,Public-sector,254817,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,0,1340,40,United-States,<=50K,0,0,0,0,0,0
204,37,Public-sector,48211,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,0,0,35,United-States,<=50K,0,0,0,0,0,0
205,18,Private,140164,11th,7,1,Less than HS graduate,0,Sales,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
206,36,Private,128757,Bachelors,13,4,Bachelor's degree,1,Other-service,Husband,7298,0,36,United-States,>50K,1,0,0,1,0,1
207,35,Private,36270,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,60,United-States,<=50K,0,0,0,0,0,1
208,58,Self-emp,210563,HS-grad,9,2,HS graduate,1,Sales,Wife,15024,0,35,United-States,>50K,1,0,0,0,0,0
209,17,Private,65368,11th,7,1,Less than HS graduate,0,Sales,Own-child,0,0,12,United-States,<=50K,0,0,0,0,0,0
210,44,Public-sector,160943,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,40,United-States,<=50K,0,0,0,1,0,1
211,37,Private,208358,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
212,35,Private,153790,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,1,0,0,0,0
213,60,Private,85815,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,1,0,0,1
214,54,Self-emp,125417,7th-8th,4,1,Less than HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
215,37,Private,635913,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,0,0,60,United-States,>50K,1,0,0,1,0,1
216,50,Private,313321,Assoc-acdm,12,3,Some college or associate's degree,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
217,38,Private,182609,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,50,Poland,<=50K,0,0,0,0,0,1
218,45,Private,109434,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,55,United-States,<=50K,0,0,0,0,0,1
219,25,Private,255004,10th,6,1,Less than HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
220,31,Private,197860,Some-college,10,3,Some college or associate's degree,1,Handlers-cleaners,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
221,64,?,187656,1st-4th,2,1,Less than HS graduate,0,?,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
222,90,Private,51744,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,2206,40,United-States,<=50K,0,0,0,1,0,1
223,54,Private,176681,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,0,0,20,United-States,<=50K,0,0,0,1,0,1
224,53,Public-sector,140359,Preschool,1,1,Less than HS graduate,0,Machine-op-inspct,Not-in-family,0,0,35,United-States,<=50K,0,0,0,0,0,0
225,18,Private,243313,HS-grad,9,2,HS graduate,0,Sales,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
226,60,?,24215,10th,6,1,Less than HS graduate,0,?,Not-in-family,0,0,10,United-States,<=50K,0,1,0,0,0,0
227,66,Self-emp,167687,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,1409,0,50,United-States,<=50K,0,0,0,0,0,1
228,75,Private,314209,Assoc-voc,11,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,20,Colombia,<=50K,0,0,0,0,0,0
229,65,Private,176796,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
230,35,Private,538583,11th,7,1,Less than HS graduate,0,Transport-moving,Not-in-family,3674,0,40,United-States,<=50K,0,0,0,1,0,1
231,41,Private,130408,HS-grad,9,2,HS graduate,0,Sales,Unmarried,0,0,38,United-States,<=50K,0,0,0,1,0,0
232,25,Private,159732,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,42,United-States,<=50K,0,0,0,0,0,1
233,33,Private,110978,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Other-relative,0,0,40,United-States,<=50K,0,0,0,0,1,0
234,28,Private,76714,Prof-school,15,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,55,United-States,>50K,1,0,0,0,0,1
235,59,Public-sector,268700,HS-grad,9,2,HS graduate,1,Other-service,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
236,40,Public-sector,170525,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,38,United-States,<=50K,0,0,0,0,0,0
237,41,Private,180138,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,50,Iran,>50K,1,0,0,0,0,1
238,38,Public-sector,115076,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,0,0,70,United-States,>50K,1,0,0,0,0,1
239,23,Private,115458,HS-grad,9,2,HS graduate,0,Transport-moving,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
240,40,Private,347890,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
241,41,Self-emp,196001,HS-grad,9,2,HS graduate,1,Other-service,Wife,0,0,20,United-States,<=50K,0,0,0,0,0,0
242,24,Public-sector,273905,Assoc-acdm,12,3,Some college or associate's degree,1,Protective-serv,Husband,0,0,50,United-States,<=50K,0,0,0,0,0,1
243,20,?,119156,Some-college,10,3,Some college or associate's degree,0,?,Own-child,0,0,20,United-States,<=50K,0,0,0,0,0,1
244,38,Private,179488,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,1741,40,United-States,<=50K,0,0,0,0,0,1
245,56,Private,203580,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,0,0,35,?,<=50K,0,0,0,0,0,1
246,58,Private,236596,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,0,0,45,United-States,>50K,1,0,0,0,0,1
247,32,Private,183916,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,34,United-States,<=50K,0,0,0,0,0,0
248,40,Private,207578,Assoc-acdm,12,3,Some college or associate's degree,1,Tech-support,Husband,0,1977,60,United-States,>50K,1,0,0,0,0,1
249,45,Private,153141,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,0,0,40,?,<=50K,0,0,0,0,0,1
250,41,Private,112763,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Wife,0,0,40,United-States,>50K,1,0,0,0,0,0
251,42,Private,390781,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Wife,0,0,40,United-States,<=50K,0,0,0,1,0,0
252,59,Public-sector,171328,10th,6,1,Less than HS graduate,0,Other-service,Unmarried,0,0,30,United-States,<=50K,0,0,0,1,0,0
253,19,Public-sector,27382,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
254,58,Private,259014,Some-college,10,3,Some college or associate's degree,0,Transport-moving,Not-in-family,0,0,20,United-States,<=50K,0,0,0,0,0,1
255,42,Self-emp,303044,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,0,0,40,Cambodia,>50K,1,0,1,0,0,1
256,20,Private,117789,HS-grad,9,2,HS graduate,0,Other-service,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
257,32,Private,172579,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,30,United-States,<=50K,0,0,0,0,0,0
258,45,Private,187666,Assoc-voc,11,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,0
259,50,Private,204518,7th-8th,4,1,Less than HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
260,36,Private,150042,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
261,45,Private,98092,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,60,United-States,<=50K,0,0,0,0,0,1
262,17,Private,245918,11th,7,1,Less than HS graduate,0,Other-service,Own-child,0,0,12,United-States,<=50K,0,0,0,0,0,1
263,59,Private,146013,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,4064,0,40,United-States,<=50K,0,0,0,0,0,1
264,26,Private,378322,11th,7,1,Less than HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
265,37,Self-emp,257295,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,75,Thailand,>50K,1,0,1,0,0,1
266,19,?,218956,Some-college,10,3,Some college or associate's degree,0,?,Own-child,0,0,24,Canada,<=50K,0,0,0,0,0,1
267,64,Private,21174,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
268,33,Private,185480,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,0
269,33,Private,222205,HS-grad,9,2,HS graduate,1,Craft-repair,Wife,0,0,40,United-States,>50K,1,0,0,0,0,0
270,61,Private,69867,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
271,17,Private,191260,9th,5,1,Less than HS graduate,0,Other-service,Own-child,1055,0,24,United-States,<=50K,0,0,0,0,0,1
272,50,Self-emp,30653,Masters,14,5,Graduate or professional degree,1,Farming-fishing,Husband,2407,0,98,United-States,<=50K,0,0,0,0,0,1
273,27,Public-sector,209109,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Own-child,0,0,35,United-States,<=50K,0,0,0,0,0,1
274,30,Private,70377,HS-grad,9,2,HS graduate,0,Prof-specialty,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
275,43,Private,477983,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,0,0,40,United-States,<=50K,0,0,0,1,0,1
276,44,Private,170924,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,7298,0,40,United-States,>50K,1,0,0,0,0,1
277,35,Private,190174,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
278,25,Private,193787,Some-college,10,3,Some college or associate's degree,0,Tech-support,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
279,24,Private,279472,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Wife,7298,0,48,United-States,>50K,1,0,0,0,0,0
280,22,Private,34918,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,15,Germany,<=50K,0,0,0,0,0,0
281,42,Public-sector,97688,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,5178,0,40,United-States,>50K,1,0,0,0,0,1
282,34,Private,175413,Assoc-acdm,12,3,Some college or associate's degree,0,Sales,Unmarried,0,0,45,United-States,<=50K,0,0,0,1,0,0
283,60,Private,173960,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,42,United-States,<=50K,0,0,0,0,0,0
284,21,Private,205759,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
285,57,Public-sector,425161,Masters,14,5,Graduate or professional degree,1,Sales,Husband,15024,0,40,United-States,>50K,1,0,0,0,0,1
286,41,Private,220531,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,60,United-States,>50K,1,0,0,0,0,1
287,50,Private,176609,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,1
288,25,Private,371987,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
289,50,Private,193884,7th-8th,4,1,Less than HS graduate,1,Craft-repair,Husband,0,0,40,Ecuador,<=50K,0,0,0,0,0,1
290,36,Private,200352,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,45,United-States,<=50K,0,0,0,0,0,1
291,31,Private,127595,HS-grad,9,2,HS graduate,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
292,29,Public-sector,220419,Bachelors,13,4,Bachelor's degree,0,Protective-serv,Not-in-family,0,0,56,United-States,<=50K,0,0,0,0,0,1
293,21,Private,231931,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,0,0,45,United-States,<=50K,0,0,0,0,0,1
294,27,Private,248402,Bachelors,13,4,Bachelor's degree,0,Tech-support,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
295,65,Private,111095,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,16,United-States,<=50K,0,0,0,0,0,1
296,37,Self-emp,57424,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,0,0,60,United-States,<=50K,0,0,0,0,0,0
297,39,?,157443,Masters,14,5,Graduate or professional degree,1,?,Wife,3464,0,40,?,<=50K,0,0,1,0,0,0
298,24,Private,278130,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
299,38,Private,169469,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,0,0,80,United-States,<=50K,0,0,0,0,0,1
300,48,Private,146268,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Husband,7688,0,40,United-States,>50K,1,0,0,0,0,1
301,21,Private,153718,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,0,0,25,United-States,<=50K,0,0,1,0,0,0
302,31,Private,217460,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,45,United-States,>50K,1,0,0,0,0,1
303,55,Private,238638,HS-grad,9,2,HS graduate,1,Sales,Husband,4386,0,40,United-States,>50K,1,0,0,0,0,1
304,24,Private,303296,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Wife,0,0,40,Laos,<=50K,0,0,1,0,0,0
305,43,Private,173321,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
306,26,Private,193945,Assoc-acdm,12,3,Some college or associate's degree,0,Tech-support,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,1
307,46,Private,83082,Assoc-acdm,12,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,0,0,33,United-States,<=50K,0,0,0,0,0,0
308,35,Private,193815,Assoc-acdm,12,3,Some college or associate's degree,1,Adm-clerical,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
309,41,Self-emp,34987,Some-college,10,3,Some college or associate's degree,1,Farming-fishing,Husband,0,0,54,United-States,>50K,1,0,0,0,0,1
310,26,Private,59306,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
311,34,Private,142897,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,7298,0,35,Taiwan,>50K,1,0,1,0,0,1
312,19,?,860348,Some-college,10,3,Some college or associate's degree,0,?,Own-child,0,0,25,United-States,<=50K,0,0,0,1,0,0
313,36,Self-emp,205607,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,>50K,1,0,0,1,0,0
314,22,Private,199698,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,0,0,15,United-States,<=50K,0,0,0,0,0,1
315,24,Private,191954,Some-college,10,3,Some college or associate's degree,0,Machine-op-inspct,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
316,77,Self-emp,138714,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
317,22,Private,399087,5th-6th,3,1,Less than HS graduate,1,Machine-op-inspct,Other-relative,0,0,40,Mexico,<=50K,0,0,0,0,0,0
318,29,Private,423158,Some-college,10,3,Some college or associate's degree,0,Tech-support,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
319,62,Private,159841,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,24,United-States,<=50K,0,0,0,0,0,0
320,39,Self-emp,174308,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
321,43,Private,50356,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,1485,50,United-States,<=50K,0,0,0,0,0,1
322,35,Private,186110,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,1
323,29,Private,200381,11th,7,1,Less than HS graduate,0,Exec-managerial,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
324,76,Self-emp,174309,Masters,14,5,Graduate or professional degree,1,Craft-repair,Husband,0,0,10,United-States,<=50K,0,0,0,0,0,1
325,63,Self-emp,78383,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,0,0,45,United-States,<=50K,0,0,0,0,0,1
326,23,?,211601,Assoc-voc,11,3,Some college or associate's degree,0,?,Own-child,0,0,15,United-States,<=50K,0,0,0,1,0,0
327,43,Private,187728,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Wife,0,1887,50,United-States,>50K,1,0,0,0,0,0
328,58,Self-emp,321171,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
329,66,Private,127921,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,2050,0,55,United-States,<=50K,0,0,0,0,0,1
330,41,Private,206565,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,0,45,United-States,<=50K,0,0,0,1,0,1
331,26,Private,224563,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
332,47,Private,178686,Assoc-voc,11,3,Some college or associate's degree,0,Other-service,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
333,55,Public-sector,98545,10th,6,1,Less than HS graduate,1,Adm-clerical,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
334,53,Private,242606,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
335,17,Private,270942,5th-6th,3,1,Less than HS graduate,0,Other-service,Other-relative,0,0,48,Mexico,<=50K,0,0,0,0,0,1
336,30,Private,94235,HS-grad,9,2,HS graduate,0,Craft-repair,Other-relative,0,0,40,United-States,<=50K,0,0,0,0,0,1
337,49,Private,71195,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,60,United-States,<=50K,0,0,0,0,0,1
338,19,Private,104112,HS-grad,9,2,HS graduate,0,Sales,Unmarried,0,0,30,Haiti,<=50K,0,0,0,1,0,1
339,45,Private,261192,HS-grad,9,2,HS graduate,1,Other-service,Husband,0,0,40,United-States,<=50K,0,0,0,1,0,1
340,26,Private,94936,Assoc-acdm,12,3,Some college or associate's degree,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
341,38,Private,296478,Assoc-voc,11,3,Some college or associate's degree,1,Craft-repair,Husband,7298,0,40,United-States,>50K,1,0,0,0,0,1
342,36,Public-sector,119272,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,7298,0,40,United-States,>50K,1,0,0,0,0,1
343,33,Private,85043,HS-grad,9,2,HS graduate,0,Farming-fishing,Not-in-family,0,0,20,United-States,<=50K,0,0,0,0,0,1
344,22,Public-sector,293364,Some-college,10,3,Some college or associate's degree,0,Protective-serv,Own-child,0,0,40,United-States,<=50K,0,0,0,1,0,0
345,43,Self-emp,241895,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,0,0,42,United-States,<=50K,0,0,0,0,0,1
346,67,?,36135,11th,7,1,Less than HS graduate,1,?,Husband,0,0,8,United-States,<=50K,0,0,0,0,0,1
347,30,?,151989,Assoc-voc,11,3,Some college or associate's degree,0,?,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
348,56,Private,101128,Assoc-acdm,12,3,Some college or associate's degree,1,Other-service,Not-in-family,0,0,25,Iran,<=50K,0,0,0,0,0,1
349,31,Private,156464,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,0,0,25,United-States,<=50K,0,0,0,0,0,1
350,33,Private,117963,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
351,26,Private,192262,HS-grad,9,2,HS graduate,1,Other-service,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
352,33,Private,111363,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
353,46,Public-sector,329752,11th,7,1,Less than HS graduate,1,Transport-moving,Husband,0,0,30,United-States,<=50K,0,0,0,0,0,1
354,59,?,372020,Bachelors,13,4,Bachelor's degree,1,?,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
355,38,Public-sector,95432,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
356,65,Private,161400,11th,7,1,Less than HS graduate,0,Other-service,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,1,1
357,40,Private,96129,Assoc-voc,11,3,Some college or associate's degree,1,Tech-support,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
358,42,Private,111949,HS-grad,9,2,HS graduate,1,Adm-clerical,Wife,0,0,35,United-States,<=50K,0,0,0,0,0,0
359,26,Self-emp,117125,9th,5,1,Less than HS graduate,1,Craft-repair,Husband,0,0,40,Portugal,<=50K,0,0,0,0,0,1
360,36,Private,348022,10th,6,1,Less than HS graduate,1,Other-service,Wife,0,0,24,United-States,<=50K,0,0,0,0,0,0
361,62,Private,270092,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
362,43,Private,180609,Bachelors,13,4,Bachelor's degree,1,Transport-moving,Husband,0,0,45,United-States,<=50K,0,0,0,0,0,1
363,43,Private,174575,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,0,1564,45,United-States,>50K,1,0,0,0,0,1
364,22,Private,410439,HS-grad,9,2,HS graduate,1,Sales,Not-in-family,0,0,55,United-States,<=50K,0,0,0,0,0,1
