age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev
29,Private,200381,7,0,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,1
76,Self-emp,174309,14,1,Craft-repair,Husband,4,1,0,0,10,United-States,0,5
63,Self-emp,78383,9,1,Farming-fishing,Husband,4,1,0,0,45,United-States,0,2
23,?,211601,11,0,?,Own-child,2,0,0,0,15,United-States,0,3
43,Private,187728,10,1,Prof-specialty,Wife,4,0,0,1887,50,United-States,1,3
58,Self-emp,321171,9,1,Handlers-cleaners,Husband,4,1,0,0,40,United-States,0,2
66,Private,127921,9,0,Transport-moving,Not-in-family,4,1,2050,0,55,United-States,0,2
41,Private,206565,10,0,Craft-repair,Not-in-family,2,1,0,0,45,United-States,0,3
26,Private,224563,13,0,Adm-clerical,Not-in-family,4,1,0,0,40,United-States,0,4
47,Private,178686,11,0,Other-service,Not-in-family,4,1,0,0,40,United-States,0,3
55,Public-sector,98545,6,1,Adm-clerical,Husband,4,1,0,0,40,United-States,0,1
53,Private,242606,9,1,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
17,Private,270942,3,0,Other-service,Other-relative,4,1,0,0,48,Mexico,0,1
30,Private,94235,9,0,Craft-repair,Other-relative,4,1,0,0,40,United-States,0,2
49,Private,71195,14,0,Prof-specialty,Not-in-family,4,1,0,0,60,United-States,0,5
19,Private,104112,9,0,Sales,Unmarried,2,1,0,0,30,Haiti,0,2
45,Private,261192,9,1,Other-service,Husband,2,1,0,0,40,United-States,0,2
26,Private,94936,12,0,Sales,Not-in-family,4,1,0,0,40,United-States,0,3
38,Private,296478,11,1,Craft-repair,Husband,4,1,7298,0,40,United-States,1,3
36,Public-sector,119272,9,1,Protective-serv,Husband,4,1,7298,0,40,United-States,1,2
33,Private,85043,9,0,Farming-fishing,Not-in-family,4,1,0,0,20,United-States,0,2
22,Public-sector,293364,10,0,Protective-serv,Own-child,2,0,0,0,40,United-States,0,3
43,Self-emp,241895,13,0,Sales,Not-in-family,4,1,0,0,42,United-States,0,4
67,?,36135,7,1,?,Husband,4,1,0,0,8,United-States,0,1
30,?,151989,11,0,?,Unmarried,4,0,0,0,40,United-States,0,3
56,Private,101128,12,1,Other-service,Not-in-family,4,1,0,0,25,Iran,0,3
31,Private,156464,13,0,Prof-specialty,Own-child,4,1,0,0,25,United-States,0,4
33,Private,117963,13,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
26,Private,192262,9,1,Other-service,Husband,4,1,0,0,40,United-States,0,2
33,Private,111363,13,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
46,Public-sector,329752,7,1,Transport-moving,Husband,4,1,0,0,30,United-States,0,1
59,?,372020,13,1,?,Husband,4,1,0,0,40,United-States,1,4
38,Public-sector,95432,9,1,Adm-clerical,Husband,4,1,0,0,40,United-States,1,2
65,Private,161400,7,0,Other-service,Unmarried,3,1,0,0,40,United-States,0,1
40,Private,96129,11,1,Tech-support,Husband,4,1,0,0,40,United-States,1,3
42,Private,111949,9,1,Adm-clerical,Wife,4,0,0,0,35,United-States,0,2
26,Self-emp,117125,5,1,Craft-repair,Husband,4,1,0,0,40,Portugal,0,1
36,Private,348022,6,1,Other-service,Wife,4,0,0,0,24,United-States,0,1
62,Private,270092,14,1,Prof-specialty,Husband,4,1,0,0,40,United-States,1,5
43,Private,180609,13,1,Transport-moving,Husband,4,1,0,0,45,United-States,0,4
43,Private,174575,13,0,Exec-managerial,Not-in-family,4,1,0,1564,45,United-States,1,4
22,Private,410439,9,1,Sales,Not-in-family,4,1,0,0,55,United-States,0,2
28,Private,92262,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
56,Self-emp,183081,10,1,Sales,Husband,4,1,0,0,45,United-States,0,3
22,Private,362589,12,0,Sales,Not-in-family,4,0,0,0,15,United-States,0,3
57,Private,212448,13,0,Exec-managerial,Not-in-family,4,0,0,0,45,United-States,1,4
39,Private,481060,9,0,Sales,Unmarried,4,0,0,0,40,United-States,0,2
26,Public-sector,185885,10,0,Adm-clerical,Unmarried,4,0,0,0,15,United-States,0,3
17,Private,89821,7,0,Other-service,Own-child,4,1,0,0,10,United-States,0,1
40,Public-sector,184018,11,1,Machine-op-inspct,Husband,4,1,0,0,38,United-States,1,3
45,Private,256649,9,1,Machine-op-inspct,Husband,2,1,0,0,40,United-States,0,2
44,Private,160323,9,0,Craft-repair,Not-in-family,2,1,0,0,40,United-States,0,2
20,Public-sector,350845,10,0,Adm-clerical,Own-child,4,0,0,0,10,United-States,0,3
33,Private,267404,9,1,Craft-repair,Wife,4,0,0,0,40,United-States,0,2
23,Private,35633,10,0,Sales,Not-in-family,4,1,0,0,40,United-States,0,3
46,Self-emp,80914,14,0,Exec-managerial,Not-in-family,4,1,0,0,30,United-States,0,5
38,Private,172927,9,1,Sales,Husband,4,1,0,0,50,United-States,0,2
54,Private,174319,9,0,Transport-moving,Not-in-family,4,1,0,0,40,United-States,0,2
46,Private,214955,3,0,Craft-repair,Not-in-family,4,0,0,2339,45,United-States,0,1
25,Private,344991,10,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,3
46,Private,108699,10,0,Sales,Not-in-family,4,0,0,0,40,United-States,0,3
36,Public-sector,117312,10,1,Transport-moving,Wife,4,0,0,0,40,United-States,0,3
23,Private,396099,9,0,Other-service,Not-in-family,4,0,0,0,25,United-States,0,2
29,Private,134152,9,0,Machine-op-inspct,Not-in-family,4,1,0,0,40,United-States,0,2
44,Private,162028,10,1,Adm-clerical,Wife,4,0,0,2415,6,United-States,1,3
19,Private,25429,10,0,Adm-clerical,Own-child,4,0,0,0,16,United-States,0,3
19,Private,232392,9,0,Other-service,Other-relative,4,0,0,0,40,United-States,0,2
35,Private,220098,9,1,Other-service,Wife,4,0,0,0,40,United-States,1,2
27,Private,301302,13,0,Craft-repair,Not-in-family,4,1,0,0,50,United-States,0,4
46,Self-emp,277946,12,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
34,Public-sector,98101,13,1,Exec-managerial,Husband,4,1,7688,0,45,?,1,4
34,Private,196164,9,0,Other-service,Not-in-family,4,0,0,0,35,United-States,0,2
44,Private,115562,10,1,Tech-support,Husband,4,1,0,0,40,United-States,0,3
45,Private,96975,10,0,Handlers-cleaners,Unmarried,4,0,0,0,40,United-States,0,3
20,?,137300,9,0,?,Other-relative,4,0,0,0,35,United-States,0,2
25,Private,86872,13,1,Exec-managerial,Husband,4,1,0,0,55,United-States,1,4
52,Self-emp,132178,13,1,Exec-managerial,Husband,4,1,0,0,50,United-States,1,4
20,Private,416103,10,0,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,3
28,Private,108574,10,0,Other-service,Not-in-family,4,0,0,0,40,United-States,0,3
50,Public-sector,288353,13,1,Protective-serv,Husband,4,1,0,0,40,United-States,1,4
34,Private,227689,11,0,Tech-support,Not-in-family,4,0,0,0,64,United-States,0,3
28,Private,166481,4,1,Handlers-cleaners,Husband,3,1,0,2179,40,Puerto-Rico,0,1
41,Private,445382,14,1,Exec-managerial,Husband,4,1,0,1977,65,United-States,1,5
28,Private,110145,9,1,Adm-clerical,Husband,4,1,0,0,40,United-States,0,2
46,Self-emp,317253,9,1,Craft-repair,Husband,4,1,0,0,25,United-States,0,2
28,?,123147,10,1,?,Wife,4,0,0,1887,40,United-States,1,3
32,Private,364657,10,1,Exec-managerial,Husband,4,1,0,0,50,United-States,0,3
41,Public-sector,42346,10,0,Other-service,Not-in-family,2,0,0,0,24,United-States,0,3
24,Private,241951,9,0,Handlers-cleaners,Unmarried,2,0,0,0,40,United-States,0,2
33,Private,118500,10,0,Exec-managerial,Unmarried,4,0,0,0,40,United-States,0,3
46,Private,188386,16,1,Exec-managerial,Husband,4,1,15024,0,60,United-States,1,5
31,Public-sector,1033222,10,1,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,3
35,Private,92440,8,0,Craft-repair,Not-in-family,4,1,0,0,50,United-States,1,1
52,Private,190762,2,1,Machine-op-inspct,Husband,4,1,0,0,40,Mexico,0,1
30,Private,426017,7,0,Other-service,Own-child,4,0,0,0,19,United-States,0,1
34,Public-sector,243867,7,0,Machine-op-inspct,Not-in-family,2,1,0,0,40,United-States,0,1
34,Public-sector,240283,9,0,Transport-moving,Unmarried,4,0,0,0,40,United-States,0,2
20,Private,61777,10,1,Sales,Husband,4,1,0,0,30,United-States,0,3
17,Private,175024,7,0,Handlers-cleaners,Own-child,4,1,2176,0,18,United-States,0,1
32,Public-sector,92003,13,1,Exec-managerial,Wife,4,0,0,0,40,United-States,1,4
29,Private,188401,9,0,Farming-fishing,Not-in-family,4,1,0,0,40,United-States,0,2
33,Private,228528,6,0,Craft-repair,Unmarried,4,0,0,0,35,United-States,0,1
25,Private,133373,9,1,Transport-moving,Husband,4,1,0,0,60,United-States,0,2
36,Public-sector,255191,14,0,Prof-specialty,Not-in-family,4,1,0,1408,40,United-States,0,5
23,Private,204653,9,0,Handlers-cleaners,Not-in-family,4,1,0,0,72,Dominican-Republic,0,2
63,Self-emp,222289,9,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,2
47,Public-sector,287480,14,1,Prof-specialty,Husband,4,1,0,0,40,United-States,0,5
80,?,107762,9,0,?,Not-in-family,4,1,0,0,24,United-States,0,2
17,?,202521,7,0,?,Own-child,4,1,0,0,40,United-States,0,1
40,Self-emp,204116,13,1,Prof-specialty,Not-in-family,4,0,2174,0,40,United-States,0,4
30,Private,29662,12,1,Other-service,Wife,4,0,0,0,25,United-States,1,3
27,Private,116358,10,0,Craft-repair,Own-child,1,1,0,1980,40,Philippines,0,3
33,Private,208405,14,1,Prof-specialty,Husband,4,1,0,0,50,United-States,1,5
34,Public-sector,284843,9,0,Farming-fishing,Not-in-family,2,1,594,0,60,United-States,0,2
34,Public-sector,117018,10,0,Protective-serv,Not-in-family,4,0,0,0,40,United-States,0,3
23,Private,81281,10,1,Adm-clerical,Husband,4,1,0,0,40,United-States,0,3
42,Public-sector,340148,10,1,Adm-clerical,Wife,4,0,0,0,40,United-States,0,3
29,Private,363425,13,0,Prof-specialty,Not-in-family,4,1,0,0,40,United-States,0,4
45,Private,45857,9,0,Adm-clerical,Not-in-family,4,0,0,0,28,United-States,0,2
24,Public-sector,191073,9,0,Armed-Forces,Own-child,4,1,0,0,40,United-States,0,2
44,Private,116632,10,1,Prof-specialty,Husband,4,1,0,0,40,United-States,1,3
27,Private,405855,5,0,Craft-repair,Other-relative,4,1,0,0,40,Mexico,0,1
20,Private,298227,10,0,Sales,Not-in-family,4,1,0,0,35,United-States,0,3
44,Private,290521,9,0,Exec-managerial,Unmarried,2,0,0,0,40,United-States,0,2
51,Private,56915,9,1,Craft-repair,Husband,0,1,0,0,40,United-States,0,2
20,Private,146538,9,1,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,2
17,?,258872,7,0,?,Own-child,4,0,0,0,5,United-States,0,1
19,Private,206399,9,0,Machine-op-inspct,Own-child,2,0,0,0,40,United-States,0,2
45,Self-emp,197332,10,1,Craft-repair,Husband,4,1,0,0,55,United-States,1,3
60,Private,245062,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,1,2
42,Private,197583,12,1,Exec-managerial,Husband,2,1,0,0,40,?,1,3
44,Self-emp,234885,9,1,Sales,Wife,4,0,0,0,40,United-States,1,2
40,Private,72887,11,1,Machine-op-inspct,Husband,1,1,0,0,40,United-States,1,3
30,Private,180374,9,1,Exec-managerial,Wife,4,0,0,0,40,United-States,0,2
38,Private,351299,10,1,Transport-moving,Husband,2,1,0,0,50,United-States,0,3
23,Private,54012,9,1,Transport-moving,Husband,4,1,0,0,60,United-States,0,2
32,?,115745,10,1,?,Husband,4,1,0,0,40,United-States,0,3
44,Private,116632,12,0,Farming-fishing,Own-child,4,1,0,0,40,United-States,0,3
54,Public-sector,288825,9,1,Transport-moving,Husband,2,1,0,0,40,United-States,0,2
32,Private,132601,13,1,Prof-specialty,Husband,4,1,0,0,50,United-States,0,4
50,Private,193374,2,1,Craft-repair,Unmarried,4,1,0,0,40,United-States,0,1
24,Private,170070,13,0,Tech-support,Not-in-family,4,0,0,0,20,United-States,0,4
37,Private,126708,9,1,Adm-clerical,Wife,4,0,0,0,60,United-States,0,2
52,Private,35598,9,0,Transport-moving,Unmarried,4,1,0,0,40,United-States,0,2
38,Private,33983,10,1,Transport-moving,Husband,4,1,0,0,40,United-States,0,3
49,Private,192776,14,1,Exec-managerial,Husband,4,1,0,1977,45,United-States,1,5
30,Private,118551,13,1,Tech-support,Wife,4,0,0,0,16,United-States,1,4
60,Private,201965,10,0,Prof-specialty,Unmarried,4,1,0,0,40,United-States,1,3
22,?,139883,10,0,?,Own-child,4,1,0,0,40,United-States,0,3
35,Private,285020,9,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,2
30,Private,303990,9,0,Transport-moving,Not-in-family,4,1,0,0,60,United-States,0,2
67,Private,49401,11,0,Other-service,Not-in-family,4,0,0,0,24,United-States,0,3
46,Private,279196,13,0,Craft-repair,Not-in-family,4,0,0,0,40,United-States,0,4
17,Private,211870,5,0,Other-service,Not-in-family,4,1,0,0,6,United-States,0,1
22,Private,281432,10,0,Handlers-cleaners,Own-child,4,1,0,0,30,United-States,0,3
27,Private,161155,6,0,Other-service,Not-in-family,4,1,0,0,40,United-States,0,1
23,Private,197904,9,0,Other-service,Unmarried,4,0,0,0,35,United-States,0,2
33,Private,111746,12,1,Craft-repair,Husband,4,1,0,0,45,Portugal,0,3
43,Self-emp,170721,10,1,Craft-repair,Husband,4,1,0,0,20,United-States,0,3
28,Public-sector,70100,13,0,Prof-specialty,Not-in-family,4,1,0,0,20,United-States,0,4
41,Private,193626,9,1,Craft-repair,Unmarried,4,0,0,0,40,United-States,0,2
52,?,271749,8,0,?,Other-relative,2,1,594,0,40,United-States,0,1
25,Private,189775,10,1,Adm-clerical,Own-child,2,0,0,0,20,United-States,0,3
63,?,401531,2,1,?,Husband,4,1,0,0,35,United-States,0,1
59,Public-sector,286967,9,1,Transport-moving,Husband,4,1,0,0,45,United-States,0,2
45,Public-sector,164427,13,0,Prof-specialty,Unmarried,4,0,0,0,40,United-States,0,4
38,Private,91039,13,1,Sales,Husband,4,1,15024,0,60,United-States,1,4
40,Private,347934,9,0,Other-service,Not-in-family,4,0,0,0,35,United-States,0,2
46,Public-sector,371373,9,0,Adm-clerical,Not-in-family,4,1,0,0,40,United-States,0,2
35,Private,32220,12,0,Exec-managerial,Not-in-family,4,0,0,0,60,United-States,0,3
34,Private,187251,9,0,Prof-specialty,Unmarried,4,0,0,0,25,United-States,0,2
33,Private,178107,13,0,Craft-repair,Own-child,4,1,0,0,20,United-States,0,4
41,Private,343121,9,0,Adm-clerical,Unmarried,4,0,0,0,36,United-States,0,2
20,Private,262749,10,0,Machine-op-inspct,Own-child,4,1,0,0,40,United-States,0,3
23,Private,403107,3,0,Other-service,Own-child,4,1,0,0,40,El-Salvador,0,1
26,Private,64293,10,0,Prof-specialty,Not-in-family,4,0,0,0,35,United-States,0,3
72,?,303588,9,1,?,Husband,4,1,0,0,20,United-States,0,2
23,Public-sector,324960,9,0,Farming-fishing,Not-in-family,4,1,0,0,40,Poland,0,2
62,Public-sector,114060,9,1,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
52,Private,48925,10,1,Adm-clerical,Husband,4,1,0,0,40,United-States,0,3
58,Private,180980,10,0,Other-service,Unmarried,4,0,0,0,42,France,0,3
25,Private,181054,13,0,Sales,Not-in-family,4,0,0,0,40,United-States,0,4
24,Private,388093,13,0,Exec-managerial,Not-in-family,2,1,0,0,40,United-States,0,4
19,Private,249609,10,0,Protective-serv,Own-child,4,1,0,0,8,United-States,0,3
43,Private,112131,10,1,Exec-managerial,Husband,4,1,0,0,40,United-States,0,3
47,Public-sector,543162,9,0,Adm-clerical,Unmarried,2,0,0,0,40,United-States,0,2
39,Private,91996,9,0,Other-service,Unmarried,4,0,0,0,40,United-States,0,2
49,Private,141944,11,1,Handlers-cleaners,Unmarried,4,1,0,1380,42,United-States,0,3
53,?,251804,3,0,?,Unmarried,2,0,0,0,30,United-States,0,1
32,Private,37070,11,0,Craft-repair,Not-in-family,4,1,0,0,45,United-States,0,3
34,Private,337587,10,1,Prof-specialty,Husband,4,1,0,0,50,United-States,1,3
28,Private,189346,9,0,Craft-repair,Not-in-family,4,1,0,0,45,United-States,0,2
57,?,222216,11,0,?,Unmarried,4,0,0,0,38,United-States,0,3
25,Private,267044,10,0,Adm-clerical,Not-in-family,0,0,0,0,20,United-States,0,3
20,?,214635,10,0,?,Own-child,4,1,0,0,24,United-States,0,3
21,?,204226,10,0,?,Unmarried,4,0,0,0,35,United-States,0,3
34,Private,108116,13,1,Prof-specialty,Husband,4,1,0,0,50,United-States,1,4
38,Self-emp,99146,13,1,Exec-managerial,Husband,4,1,15024,0,80,United-States,1,4
50,Private,196232,9,1,Exec-managerial,Husband,4,1,7688,0,50,United-States,1,2
24,Public-sector,248344,10,0,Handlers-cleaners,Not-in-family,2,1,0,0,50,United-States,0,3
37,Public-sector,186035,10,1,Tech-support,Husband,4,1,0,0,45,United-States,1,3
44,Private,177905,10,0,Machine-op-inspct,Unmarried,4,1,0,0,58,United-States,1,3
28,Private,85812,10,1,Sales,Wife,4,0,0,0,40,United-States,0,3
42,Private,221172,13,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
74,Private,99183,10,0,Adm-clerical,Not-in-family,4,0,0,0,9,United-States,0,3
38,Self-emp,190387,9,1,Craft-repair,Husband,4,1,0,0,50,United-States,0,2
44,Self-emp,202692,14,1,Prof-specialty,Husband,4,1,0,0,40,United-States,0,5
44,Private,109339,7,0,Machine-op-inspct,Unmarried,3,0,0,0,46,Puerto-Rico,0,1
26,Private,108658,9,0,Machine-op-inspct,Not-in-family,4,1,0,0,40,United-States,0,2
36,Private,197202,9,1,Other-service,Husband,2,1,0,0,40,United-States,0,2
41,Private,101739,12,1,Exec-managerial,Wife,4,0,0,0,50,United-States,1,3
67,Private,231559,15,1,Prof-specialty,Husband,4,1,20051,0,48,United-States,1,5
39,Public-sector,207853,8,1,Tech-support,Husband,4,1,0,0,50,United-States,0,1
57,Private,190942,2,0,Priv-house-serv,Not-in-family,2,0,0,0,30,United-States,0,1
29,Private,102345,11,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
31,Self-emp,41493,13,0,Farming-fishing,Not-in-family,4,0,0,0,45,United-States,0,4
34,?,190027,9,0,?,Unmarried,2,0,0,0,40,United-States,0,2
44,Private,210525,10,1,Transport-moving,Husband,4,1,0,0,40,United-States,0,3
29,Private,133937,16,0,Prof-specialty,Own-child,4,1,0,0,40,United-States,0,5
30,Private,237903,10,0,Handlers-cleaners,Unmarried,4,0,0,0,40,United-States,0,3
27,Private,163862,9,0,Transport-moving,Not-in-family,4,1,0,0,40,United-States,0,2
27,Private,201872,10,1,Sales,Husband,4,1,0,0,50,United-States,0,3
32,Private,84179,9,0,Handlers-cleaners,Not-in-family,4,0,0,0,45,United-States,0,2
58,Private,51662,6,1,Other-service,Wife,4,0,0,0,8,United-States,0,1
35,Public-sector,233327,10,1,Protective-serv,Husband,4,1,0,0,40,United-States,0,3
21,Private,259510,9,0,Handlers-cleaners,Own-child,4,1,0,0,36,United-States,0,2
28,Private,184831,10,0,Craft-repair,Unmarried,4,1,0,0,40,United-States,0,3
46,Self-emp,245724,10,0,Exec-managerial,Not-in-family,4,1,0,0,50,United-States,0,3
36,Self-emp,27053,9,0,Other-service,Unmarried,4,0,0,0,40,United-States,0,2
72,Private,205343,7,0,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,1
35,Private,229328,9,1,Machine-op-inspct,Wife,2,0,0,0,40,United-States,0,2
33,Public-sector,319560,11,0,Craft-repair,Unmarried,2,0,0,0,40,United-States,1,3
69,Private,136218,7,0,Machine-op-inspct,Not-in-family,4,0,0,0,40,United-States,0,1
35,Private,54576,9,1,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,2
31,Private,323069,9,0,Adm-clerical,Unmarried,4,0,0,0,20,?,0,2
34,Private,148291,9,1,Tech-support,Wife,4,0,0,0,32,United-States,0,2
30,Private,152453,7,1,Other-service,Husband,4,1,0,0,40,Mexico,0,1
28,Private,114053,13,0,Transport-moving,Not-in-family,4,1,0,0,55,United-States,0,4
54,Private,212960,13,1,Sales,Husband,4,1,0,0,35,United-States,1,4
47,Private,264052,10,1,Prof-specialty,Husband,4,1,0,0,50,United-States,1,3
24,Private,82804,9,0,Handlers-cleaners,Unmarried,2,0,0,0,40,United-States,0,2
52,Self-emp,334273,13,1,Prof-specialty,Husband,4,1,0,0,60,United-States,1,4
20,Private,27337,9,0,Handlers-cleaners,Own-child,0,1,0,0,48,United-States,0,2
43,Self-emp,188436,14,1,Exec-managerial,Husband,4,1,5013,0,45,United-States,0,5
45,Private,433665,4,0,Other-service,Unmarried,4,0,0,0,40,Mexico,0,1
29,Self-emp,110663,9,0,Craft-repair,Not-in-family,4,1,0,0,35,United-States,0,2
47,Private,87490,14,0,Exec-managerial,Unmarried,4,1,0,0,42,United-States,0,5
24,Private,354351,9,0,Craft-repair,Own-child,4,1,0,0,40,United-States,0,2
51,Private,95469,9,1,Prof-specialty,Husband,4,1,0,0,40,United-States,0,2
17,Private,242718,7,0,Sales,Own-child,4,1,0,0,12,United-States,0,1
37,Private,22463,11,1,Craft-repair,Husband,4,1,0,1977,40,United-States,1,3
27,Private,158156,16,0,Prof-specialty,Not-in-family,4,0,0,0,70,United-States,0,5
29,Private,350162,13,1,Exec-managerial,Wife,4,1,0,0,40,United-States,1,4
18,?,165532,8,0,?,Own-child,4,1,0,0,25,United-States,0,1
36,Self-emp,28738,12,0,Sales,Unmarried,4,0,0,0,35,United-States,0,3
58,Public-sector,283635,13,0,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,4
26,Self-emp,86646,10,1,Craft-repair,Husband,4,1,0,0,45,United-States,0,3
65,?,195733,10,1,?,Husband,4,1,0,0,30,United-States,1,3
57,Private,69884,9,1,Sales,Husband,4,1,0,0,40,United-States,1,2
59,Private,199713,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
27,Private,181659,9,1,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,2
31,Self-emp,340939,13,0,Tech-support,Not-in-family,4,1,0,0,40,United-States,0,4
21,Private,197747,10,0,Sales,Own-child,4,0,0,0,24,United-States,0,3
29,Private,34292,10,0,Adm-clerical,Not-in-family,4,1,0,0,60,United-States,0,3
18,Private,156764,7,0,Other-service,Own-child,4,1,0,0,40,United-States,0,1
52,Private,25826,6,1,Craft-repair,Husband,4,1,0,1887,47,United-States,1,1
57,Self-emp,103948,13,0,Prof-specialty,Not-in-family,4,1,0,0,80,United-States,0,4
42,?,137390,9,1,?,Husband,4,1,0,0,40,United-States,0,2
55,?,105138,9,1,?,Wife,1,0,0,0,40,United-States,0,2
60,Private,39352,4,0,Transport-moving,Not-in-family,4,1,0,0,48,United-States,1,1
31,Private,168387,13,1,Prof-specialty,Husband,4,1,7688,0,40,Canada,1,4
23,Private,117789,13,0,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,4
27,Private,267147,9,0,Sales,Own-child,4,1,0,0,40,United-States,0,2
23,?,99399,10,0,?,Unmarried,0,0,0,0,25,United-States,0,3
42,Self-emp,214242,15,1,Prof-specialty,Husband,4,1,0,1902,50,United-States,1,5
25,Private,200408,10,0,Tech-support,Not-in-family,4,1,2174,0,40,United-States,0,3
49,Private,136455,13,0,Prof-specialty,Not-in-family,4,0,0,0,45,United-States,0,4
