p_id,age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev
273,27,Local-gov,209109,14,Never-married,Prof-specialty,Own-child,4,1,0,0,35,United-States,0,5
274,30,Private,70377,9,Divorced,Prof-specialty,Own-child,4,0,0,0,40,United-States,0,2
275,43,Private,477983,9,Married-civ-spouse,Handlers-cleaners,Husband,2,1,0,0,40,United-States,0,2
276,44,Private,170924,10,Married-civ-spouse,Craft-repair,Husband,4,1,7298,0,40,United-States,1,3
277,35,Private,190174,10,Never-married,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,3
278,25,Private,193787,10,Never-married,Tech-support,Own-child,4,0,0,0,40,United-States,0,3
279,24,Private,279472,10,Married-civ-spouse,Machine-op-inspct,Wife,4,0,7298,0,48,United-States,1,3
280,22,Private,34918,13,Never-married,Prof-specialty,Not-in-family,4,0,0,0,15,Germany,0,4
281,42,Local-gov,97688,10,Married-civ-spouse,Craft-repair,Husband,4,1,5178,0,40,United-States,1,3
282,34,Private,175413,12,Divorced,Sales,Unmarried,2,0,0,0,45,United-States,0,3
283,60,Private,173960,13,Divorced,Prof-specialty,Not-in-family,4,0,0,0,42,United-States,0,4
284,21,Private,205759,9,Never-married,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,2
285,57,Federal-gov,425161,14,Married-civ-spouse,Sales,Husband,4,1,15024,0,40,United-States,1,5
286,41,Private,220531,15,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,60,United-States,1,5
287,50,Private,176609,10,Divorced,Other-service,Not-in-family,4,1,0,0,45,United-States,0,3
288,25,Private,371987,13,Never-married,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,4
289,50,Private,193884,4,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,Ecuador,0,1
290,36,Private,200352,13,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,45,United-States,0,4
291,31,Private,127595,9,Divorced,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,2
292,29,Local-gov,220419,13,Never-married,Protective-serv,Not-in-family,4,1,0,0,56,United-States,0,4
293,21,Private,231931,10,Never-married,Sales,Own-child,4,1,0,0,45,United-States,0,3
294,27,Private,248402,13,Never-married,Tech-support,Unmarried,2,0,0,0,40,United-States,0,4
295,65,Private,111095,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,16,United-States,0,2
296,37,Self-emp-inc,57424,13,Divorced,Sales,Not-in-family,4,0,0,0,60,United-States,0,4
297,39,?,157443,14,Married-civ-spouse,?,Wife,1,0,3464,0,40,?,0,5
298,24,Private,278130,9,Never-married,Craft-repair,Own-child,4,1,0,0,40,United-States,0,2
299,38,Private,169469,9,Divorced,Sales,Not-in-family,4,1,0,0,80,United-States,0,2
300,48,Private,146268,13,Married-civ-spouse,Adm-clerical,Husband,4,1,7688,0,40,United-States,1,4
301,21,Private,153718,10,Never-married,Other-service,Not-in-family,1,0,0,0,25,United-States,0,3
302,31,Private,217460,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,45,United-States,1,2
303,55,Private,238638,9,Married-civ-spouse,Sales,Husband,4,1,4386,0,40,United-States,1,2
304,24,Private,303296,10,Married-civ-spouse,Adm-clerical,Wife,1,0,0,0,40,Laos,0,3
305,43,Private,173321,9,Divorced,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,2
306,26,Private,193945,12,Never-married,Tech-support,Not-in-family,4,1,0,0,45,United-States,0,3
307,46,Private,83082,12,Never-married,Prof-specialty,Not-in-family,4,0,0,0,33,United-States,0,3
308,35,Private,193815,12,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,United-States,1,3
309,41,Self-emp-inc,34987,10,Married-civ-spouse,Farming-fishing,Husband,4,1,0,0,54,United-States,1,3
310,26,Private,59306,13,Never-married,Sales,Not-in-family,4,1,0,0,40,United-States,0,4
311,34,Private,142897,14,Married-civ-spouse,Exec-managerial,Husband,1,1,7298,0,35,Taiwan,1,5
312,19,?,860348,10,Never-married,?,Own-child,2,0,0,0,25,United-States,0,3
313,36,Self-emp-not-inc,205607,13,Divorced,Prof-specialty,Not-in-family,2,0,0,0,40,United-States,1,4
314,22,Private,199698,10,Never-married,Sales,Own-child,4,1,0,0,15,United-States,0,3
315,24,Private,191954,10,Never-married,Machine-op-inspct,Not-in-family,4,1,0,0,40,United-States,0,3
316,77,Self-emp-not-inc,138714,10,Married-civ-spouse,Sales,Husband,4,1,0,0,40,United-States,0,3
317,22,Private,399087,3,Married-civ-spouse,Machine-op-inspct,Other-relative,4,0,0,0,40,Mexico,0,1
318,29,Private,423158,10,Never-married,Tech-support,Not-in-family,4,0,0,0,40,United-States,0,3
319,62,Private,159841,9,Widowed,Other-service,Not-in-family,4,0,0,0,24,United-States,0,2
320,39,Self-emp-not-inc,174308,9,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,0,2
321,43,Private,50356,10,Married-civ-spouse,Craft-repair,Husband,4,1,0,1485,50,United-States,0,3
322,35,Private,186110,9,Divorced,Transport-moving,Not-in-family,4,1,0,0,45,United-States,0,2
323,29,Private,200381,7,Never-married,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,1
324,76,Self-emp-not-inc,174309,14,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,10,United-States,0,5
325,63,Self-emp-not-inc,78383,9,Married-civ-spouse,Farming-fishing,Husband,4,1,0,0,45,United-States,0,2
326,23,?,211601,11,Never-married,?,Own-child,2,0,0,0,15,United-States,0,3
327,43,Private,187728,10,Married-civ-spouse,Prof-specialty,Wife,4,0,0,1887,50,United-States,1,3
328,58,Self-emp-not-inc,321171,9,Married-civ-spouse,Handlers-cleaners,Husband,4,1,0,0,40,United-States,0,2
329,66,Private,127921,9,Never-married,Transport-moving,Not-in-family,4,1,2050,0,55,United-States,0,2
330,41,Private,206565,10,Never-married,Craft-repair,Not-in-family,2,1,0,0,45,United-States,0,3
331,26,Private,224563,13,Never-married,Adm-clerical,Not-in-family,4,1,0,0,40,United-States,0,4
332,47,Private,178686,11,Never-married,Other-service,Not-in-family,4,1,0,0,40,United-States,0,3
333,55,Local-gov,98545,6,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,United-States,0,1
334,53,Private,242606,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
335,17,Private,270942,3,Never-married,Other-service,Other-relative,4,1,0,0,48,Mexico,0,1
336,30,Private,94235,9,Never-married,Craft-repair,Other-relative,4,1,0,0,40,United-States,0,2
337,49,Private,71195,14,Never-married,Prof-specialty,Not-in-family,4,1,0,0,60,United-States,0,5
338,19,Private,104112,9,Never-married,Sales,Unmarried,2,1,0,0,30,Haiti,0,2
339,45,Private,261192,9,Married-civ-spouse,Other-service,Husband,2,1,0,0,40,United-States,0,2
340,26,Private,94936,12,Never-married,Sales,Not-in-family,4,1,0,0,40,United-States,0,3
341,38,Private,296478,11,Married-civ-spouse,Craft-repair,Husband,4,1,7298,0,40,United-States,1,3
342,36,State-gov,119272,9,Married-civ-spouse,Protective-serv,Husband,4,1,7298,0,40,United-States,1,2
343,33,Private,85043,9,Never-married,Farming-fishing,Not-in-family,4,1,0,0,20,United-States,0,2
344,22,State-gov,293364,10,Never-married,Protective-serv,Own-child,2,0,0,0,40,United-States,0,3
345,43,Self-emp-not-inc,241895,13,Never-married,Sales,Not-in-family,4,1,0,0,42,United-States,0,4
346,67,?,36135,7,Married-civ-spouse,?,Husband,4,1,0,0,8,United-States,0,1
347,30,?,151989,11,Divorced,?,Unmarried,4,0,0,0,40,United-States,0,3
348,56,Private,101128,12,Married-spouse-absent,Other-service,Not-in-family,4,1,0,0,25,Iran,0,3
349,31,Private,156464,13,Never-married,Prof-specialty,Own-child,4,1,0,0,25,United-States,0,4
350,33,Private,117963,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
351,26,Private,192262,9,Married-civ-spouse,Other-service,Husband,4,1,0,0,40,United-States,0,2
352,33,Private,111363,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
353,46,Local-gov,329752,7,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,30,United-States,0,1
354,59,?,372020,13,Married-civ-spouse,?,Husband,4,1,0,0,40,United-States,1,4
355,38,Federal-gov,95432,9,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,United-States,1,2
356,65,Private,161400,7,Widowed,Other-service,Unmarried,3,1,0,0,40,United-States,0,1
357,40,Private,96129,11,Married-civ-spouse,Tech-support,Husband,4,1,0,0,40,United-States,1,3
358,42,Private,111949,9,Married-civ-spouse,Adm-clerical,Wife,4,0,0,0,35,United-States,0,2
359,26,Self-emp-not-inc,117125,5,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,Portugal,0,1
360,36,Private,348022,6,Married-civ-spouse,Other-service,Wife,4,0,0,0,24,United-States,0,1
361,62,Private,270092,14,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,40,United-States,1,5
362,43,Private,180609,13,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,45,United-States,0,4
363,43,Private,174575,13,Divorced,Exec-managerial,Not-in-family,4,1,0,1564,45,United-States,1,4
364,22,Private,410439,9,Married-spouse-absent,Sales,Not-in-family,4,1,0,0,55,United-States,0,2
365,28,Private,92262,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
366,56,Self-emp-not-inc,183081,10,Married-civ-spouse,Sales,Husband,4,1,0,0,45,United-States,0,3
367,22,Private,362589,12,Never-married,Sales,Not-in-family,4,0,0,0,15,United-States,0,3
368,57,Private,212448,13,Divorced,Exec-managerial,Not-in-family,4,0,0,0,45,United-States,1,4
369,39,Private,481060,9,Divorced,Sales,Unmarried,4,0,0,0,40,United-States,0,2
370,26,Federal-gov,185885,10,Never-married,Adm-clerical,Unmarried,4,0,0,0,15,United-States,0,3
371,17,Private,89821,7,Never-married,Other-service,Own-child,4,1,0,0,10,United-States,0,1
372,40,State-gov,184018,11,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,38,United-States,1,3
373,45,Private,256649,9,Married-civ-spouse,Machine-op-inspct,Husband,2,1,0,0,40,United-States,0,2
374,44,Private,160323,9,Never-married,Craft-repair,Not-in-family,2,1,0,0,40,United-States,0,2
375,20,Local-gov,350845,10,Never-married,Adm-clerical,Own-child,4,0,0,0,10,United-States,0,3
376,33,Private,267404,9,Married-civ-spouse,Craft-repair,Wife,4,0,0,0,40,United-States,0,2
377,23,Private,35633,10,Never-married,Sales,Not-in-family,4,1,0,0,40,United-States,0,3
378,46,Self-emp-not-inc,80914,14,Divorced,Exec-managerial,Not-in-family,4,1,0,0,30,United-States,0,5
379,38,Private,172927,9,Married-civ-spouse,Sales,Husband,4,1,0,0,50,United-States,0,2
380,54,Private,174319,9,Divorced,Transport-moving,Not-in-family,4,1,0,0,40,United-States,0,2
381,46,Private,214955,3,Divorced,Craft-repair,Not-in-family,4,0,0,2339,45,United-States,0,1
382,25,Private,344991,10,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,3
383,46,Private,108699,10,Divorced,Sales,Not-in-family,4,0,0,0,40,United-States,0,3
384,36,Local-gov,117312,10,Married-civ-spouse,Transport-moving,Wife,4,0,0,0,40,United-States,0,3
385,23,Private,396099,9,Never-married,Other-service,Not-in-family,4,0,0,0,25,United-States,0,2
386,29,Private,134152,9,Separated,Machine-op-inspct,Not-in-family,4,1,0,0,40,United-States,0,2
387,44,Private,162028,10,Married-civ-spouse,Adm-clerical,Wife,4,0,0,2415,6,United-States,1,3
388,19,Private,25429,10,Never-married,Adm-clerical,Own-child,4,0,0,0,16,United-States,0,3
389,19,Private,232392,9,Never-married,Other-service,Other-relative,4,0,0,0,40,United-States,0,2
390,35,Private,220098,9,Married-civ-spouse,Other-service,Wife,4,0,0,0,40,United-States,1,2
391,27,Private,301302,13,Never-married,Craft-repair,Not-in-family,4,1,0,0,50,United-States,0,4
392,46,Self-emp-not-inc,277946,12,Separated,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
393,34,State-gov,98101,13,Married-civ-spouse,Exec-managerial,Husband,4,1,7688,0,45,?,1,4
394,34,Private,196164,9,Never-married,Other-service,Not-in-family,4,0,0,0,35,United-States,0,2
395,44,Private,115562,10,Married-civ-spouse,Tech-support,Husband,4,1,0,0,40,United-States,0,3
396,45,Private,96975,10,Divorced,Handlers-cleaners,Unmarried,4,0,0,0,40,United-States,0,3
397,20,?,137300,9,Never-married,?,Other-relative,4,0,0,0,35,United-States,0,2
398,25,Private,86872,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,55,United-States,1,4
399,52,Self-emp-inc,132178,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,50,United-States,1,4
400,20,Private,416103,10,Never-married,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,3
401,28,Private,108574,10,Never-married,Other-service,Not-in-family,4,0,0,0,40,United-States,0,3
402,50,State-gov,288353,13,Married-civ-spouse,Protective-serv,Husband,4,1,0,0,40,United-States,1,4
403,34,Private,227689,11,Divorced,Tech-support,Not-in-family,4,0,0,0,64,United-States,0,3
404,28,Private,166481,4,Married-civ-spouse,Handlers-cleaners,Husband,3,1,0,2179,40,Puerto-Rico,0,1
405,41,Private,445382,14,Married-civ-spouse,Exec-managerial,Husband,4,1,0,1977,65,United-States,1,5
406,28,Private,110145,9,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,United-States,0,2
407,46,Self-emp-not-inc,317253,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,25,United-States,0,2
408,28,?,123147,10,Married-civ-spouse,?,Wife,4,0,0,1887,40,United-States,1,3
409,32,Private,364657,10,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,50,United-States,0,3
410,41,Local-gov,42346,10,Divorced,Other-service,Not-in-family,2,0,0,0,24,United-States,0,3
411,24,Private,241951,9,Never-married,Handlers-cleaners,Unmarried,2,0,0,0,40,United-States,0,2
412,33,Private,118500,10,Divorced,Exec-managerial,Unmarried,4,0,0,0,40,United-States,0,3
413,46,Private,188386,16,Married-civ-spouse,Exec-managerial,Husband,4,1,15024,0,60,United-States,1,5
414,31,State-gov,1033222,10,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,3
415,35,Private,92440,8,Divorced,Craft-repair,Not-in-family,4,1,0,0,50,United-States,1,1
416,52,Private,190762,2,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,Mexico,0,1
417,30,Private,426017,7,Never-married,Other-service,Own-child,4,0,0,0,19,United-States,0,1
418,34,Local-gov,243867,7,Separated,Machine-op-inspct,Not-in-family,2,1,0,0,40,United-States,0,1
419,34,State-gov,240283,9,Divorced,Transport-moving,Unmarried,4,0,0,0,40,United-States,0,2
420,20,Private,61777,10,Married-civ-spouse,Sales,Husband,4,1,0,0,30,United-States,0,3
421,17,Private,175024,7,Never-married,Handlers-cleaners,Own-child,4,1,2176,0,18,United-States,0,1
422,32,State-gov,92003,13,Married-civ-spouse,Exec-managerial,Wife,4,0,0,0,40,United-States,1,4
423,29,Private,188401,9,Divorced,Farming-fishing,Not-in-family,4,1,0,0,40,United-States,0,2
424,33,Private,228528,6,Never-married,Craft-repair,Unmarried,4,0,0,0,35,United-States,0,1
425,25,Private,133373,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,60,United-States,0,2
426,36,Federal-gov,255191,14,Never-married,Prof-specialty,Not-in-family,4,1,0,1408,40,United-States,0,5
427,23,Private,204653,9,Never-married,Handlers-cleaners,Not-in-family,4,1,0,0,72,Dominican-Republic,0,2
428,63,Self-emp-inc,222289,9,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,2
429,47,Local-gov,287480,14,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,40,United-States,0,5
430,80,?,107762,9,Widowed,?,Not-in-family,4,1,0,0,24,United-States,0,2
431,17,?,202521,7,Never-married,?,Own-child,4,1,0,0,40,United-States,0,1
432,40,Self-emp-not-inc,204116,13,Married-spouse-absent,Prof-specialty,Not-in-family,4,0,2174,0,40,United-States,0,4
433,30,Private,29662,12,Married-civ-spouse,Other-service,Wife,4,0,0,0,25,United-States,1,3
434,27,Private,116358,10,Never-married,Craft-repair,Own-child,1,1,0,1980,40,Philippines,0,3
435,33,Private,208405,14,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,50,United-States,1,5
436,34,Local-gov,284843,9,Never-married,Farming-fishing,Not-in-family,2,1,594,0,60,United-States,0,2
437,34,Local-gov,117018,10,Never-married,Protective-serv,Not-in-family,4,0,0,0,40,United-States,0,3
438,23,Private,81281,10,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,United-States,0,3
439,42,Local-gov,340148,10,Married-civ-spouse,Adm-clerical,Wife,4,0,0,0,40,United-States,0,3
440,29,Private,363425,13,Never-married,Prof-specialty,Not-in-family,4,1,0,0,40,United-States,0,4
441,45,Private,45857,9,Divorced,Adm-clerical,Not-in-family,4,0,0,0,28,United-States,0,2
442,24,Federal-gov,191073,9,Never-married,Armed-Forces,Own-child,4,1,0,0,40,United-States,0,2
443,44,Private,116632,10,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,40,United-States,1,3
444,27,Private,405855,5,Never-married,Craft-repair,Other-relative,4,1,0,0,40,Mexico,0,1
445,20,Private,298227,10,Never-married,Sales,Not-in-family,4,1,0,0,35,United-States,0,3
446,44,Private,290521,9,Widowed,Exec-managerial,Unmarried,2,0,0,0,40,United-States,0,2
447,51,Private,56915,9,Married-civ-spouse,Craft-repair,Husband,0,1,0,0,40,United-States,0,2
448,20,Private,146538,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,2
449,17,?,258872,7,Never-married,?,Own-child,4,0,0,0,5,United-States,0,1
450,19,Private,206399,9,Never-married,Machine-op-inspct,Own-child,2,0,0,0,40,United-States,0,2
451,45,Self-emp-inc,197332,10,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,55,United-States,1,3
452,60,Private,245062,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,1,2
453,42,Private,197583,12,Married-civ-spouse,Exec-managerial,Husband,2,1,0,0,40,?,1,3
454,44,Self-emp-not-inc,234885,9,Married-civ-spouse,Sales,Wife,4,0,0,0,40,United-States,1,2
455,40,Private,72887,11,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,1,3
456,30,Private,180374,9,Married-civ-spouse,Exec-managerial,Wife,4,0,0,0,40,United-States,0,2
457,38,Private,351299,10,Married-civ-spouse,Transport-moving,Husband,2,1,0,0,50,United-States,0,3
458,23,Private,54012,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,60,United-States,0,2
459,32,?,115745,10,Married-civ-spouse,?,Husband,4,1,0,0,40,United-States,0,3
460,44,Private,116632,12,Never-married,Farming-fishing,Own-child,4,1,0,0,40,United-States,0,3
461,54,Local-gov,288825,9,Married-civ-spouse,Transport-moving,Husband,2,1,0,0,40,United-States,0,2
462,32,Private,132601,13,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,50,United-States,0,4
463,50,Private,193374,2,Married-spouse-absent,Craft-repair,Unmarried,4,1,0,0,40,United-States,0,1
464,24,Private,170070,13,Never-married,Tech-support,Not-in-family,4,0,0,0,20,United-States,0,4
465,37,Private,126708,9,Married-civ-spouse,Adm-clerical,Wife,4,0,0,0,60,United-States,0,2
466,52,Private,35598,9,Divorced,Transport-moving,Unmarried,4,1,0,0,40,United-States,0,2
467,38,Private,33983,10,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,0,3
468,49,Private,192776,14,Married-civ-spouse,Exec-managerial,Husband,4,1,0,1977,45,United-States,1,5
469,30,Private,118551,13,Married-civ-spouse,Tech-support,Wife,4,0,0,0,16,United-States,1,4
470,60,Private,201965,10,Never-married,Prof-specialty,Unmarried,4,1,0,0,40,United-States,1,3
471,22,?,139883,10,Never-married,?,Own-child,4,1,0,0,40,United-States,0,3
472,35,Private,285020,9,Never-married,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,2
473,30,Private,303990,9,Never-married,Transport-moving,Not-in-family,4,1,0,0,60,United-States,0,2
474,67,Private,49401,11,Divorced,Other-service,Not-in-family,4,0,0,0,24,United-States,0,3
475,46,Private,279196,13,Never-married,Craft-repair,Not-in-family,4,0,0,0,40,United-States,0,4
476,17,Private,211870,5,Never-married,Other-service,Not-in-family,4,1,0,0,6,United-States,0,1
477,22,Private,281432,10,Never-married,Handlers-cleaners,Own-child,4,1,0,0,30,United-States,0,3
478,27,Private,161155,6,Never-married,Other-service,Not-in-family,4,1,0,0,40,United-States,0,1
479,23,Private,197904,9,Never-married,Other-service,Unmarried,4,0,0,0,35,United-States,0,2
480,33,Private,111746,12,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,45,Portugal,0,3
481,43,Self-emp-not-inc,170721,10,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,20,United-States,0,3
482,28,State-gov,70100,13,Never-married,Prof-specialty,Not-in-family,4,1,0,0,20,United-States,0,4
483,41,Private,193626,9,Married-spouse-absent,Craft-repair,Unmarried,4,0,0,0,40,United-States,0,2
484,52,?,271749,8,Never-married,?,Other-relative,2,1,594,0,40,United-States,0,1
485,25,Private,189775,10,Married-spouse-absent,Adm-clerical,Own-child,2,0,0,0,20,United-States,0,3
